0.916527	0.905060	0.901258
0.895072	0.868188	0.881425
0.940564	0.928110	0.934295
0.910893	0.886627	0.898596
0.908965	0.881644	0.894739
0.879541	0.900941	0.890113
0.955027	0.916418	0.935324
0.906377	0.963025	0.933843
0.934998	0.935456	0.919366
0.897706	0.895467	0.894465
0.892533	0.907040	0.899728
0.949950	0.919983	0.934726
0.935279	0.903522	0.919126
0.912476	0.934643	0.923426
0.881207	0.900463	0.890731
0.944171	0.932770	0.938436
0.923745	0.906162	0.905627
0.981735	0.984267	0.982999
0.926130	0.890557	0.889138
0.884771	0.902720	0.893655
0.904360	0.922088	0.913138
0.991364	0.991364	0.991364
0.878854	0.854950	0.866737
0.929853	0.911243	0.920454
0.957385	0.935874	0.946507
0.896688	0.892930	0.894805
0.883620	0.889863	0.883039
0.915438	0.910558	0.912992
0.904964	0.907228	0.901829
0.899298	0.938516	0.918488
0.934402	0.897211	0.915429
0.921914	0.884102	0.900386
0.921898	0.917446	0.919667
0.946598	0.933493	0.940000
0.928840	0.941156	0.934958
0.881912	0.869673	0.875750
0.911871	0.890924	0.897472
0.883105	0.893578	0.888311
0.903789	0.876288	0.889826
0.896322	0.900982	0.898646
0.883010	0.903996	0.890165
0.907856	0.897103	0.902447
0.894203	0.875160	0.884579
0.970158	0.962688	0.966408
0.935225	0.944028	0.939606
0.921367	0.885043	0.900367
0.902704	0.923105	0.912790
0.902450	0.934821	0.916642
0.931930	0.926144	0.929028
0.903331	0.910093	0.906699
0.898145	0.917866	0.907898
0.947318	0.924606	0.935824
0.897956	0.913601	0.905711
0.885996	0.866370	0.875258
0.925133	0.920453	0.916052
0.882821	0.849040	0.864191
0.870860	0.845775	0.856921
0.948362	0.965713	0.956959
0.912070	0.902391	0.897308
0.965727	0.961718	0.962892
0.959270	0.949162	0.954189
0.890975	0.856871	0.868871
0.935700	0.930256	0.930256
0.917001	0.889639	0.903113
0.925416	0.894267	0.909575
0.898980	0.856662	0.872901
0.970953	0.978436	0.974680
0.895993	0.895707	0.895850
0.966346	0.966403	0.959693
0.929456	0.938825	0.930094
0.892597	0.888193	0.890390
0.922016	0.911382	0.916669
0.915322	0.909482	0.912393
0.926530	0.949074	0.937666
0.943104	0.930631	0.936826
0.904691	0.887453	0.895989
0.899088	0.884687	0.891829
0.896753	0.856904	0.871880
0.879237	0.834183	0.856118
0.918572	0.891296	0.897269
0.890158	0.902279	0.896178
0.919691	0.933649	0.926617
0.898721	0.878177	0.888330
0.903759	0.888089	0.895856
0.932302	0.944887	0.938552
0.898584	0.895613	0.893647
0.905240	0.909237	0.907234
0.883756	0.896870	0.890265
0.904748	0.876718	0.890513
0.906145	0.895269	0.900674
0.928056	0.912072	0.915807
0.896899	0.913219	0.902798
0.880146	0.885609	0.882869
0.881155	0.913609	0.897089
0.924861	0.918749	0.921795
0.958450	0.926075	0.941984
0.950520	0.946884	0.944182
0.899323	0.883933	0.891562
0.931613	0.886596	0.908547
0.890105	0.859299	0.874049
0.921662	0.915665	0.918654
0.897987	0.881635	0.889736
0.893257	0.873651	0.883345
0.902699	0.912835	0.907739
0.917410	0.917719	0.917565
0.922327	0.906770	0.914482
0.940104	0.956621	0.948291
0.982004	0.983002	0.982503
0.903432	0.874945	0.887450
0.926557	0.905883	0.916104
0.882198	0.892717	0.887426
0.889907	0.871862	0.874879
0.889693	0.900611	0.895119
0.936871	0.899146	0.917621
0.875647	0.889876	0.882704
0.929077	0.889574	0.908897
0.931091	0.896966	0.913710
0.943382	0.929304	0.936290
0.904927	0.920677	0.907936
0.949894	0.958536	0.954195
0.924500	0.922282	0.920454
0.917740	0.904966	0.907853
0.895056	0.902689	0.896831
0.885982	0.909139	0.883714
0.889382	0.903583	0.894297
0.907373	0.924916	0.916061
0.932600	0.890536	0.911083
0.898518	0.882355	0.886056
0.910445	0.881925	0.895958
0.905410	0.931221	0.918134
